,Time (UTC+10),Regions VIC Trading Price ($/MWh),charging_or_not,discharging_or_not,raw_power,market_dispatch,opening_capacity,closing_capacity,revenue
34992,2019-12-31 00:00:00,71.45,0,1,0,0,0,0,0
34993,2019-12-31 00:30:00,45.19,0,0,0,0,0,0,0
34994,2019-12-31 01:00:00,40.2,0,0,0,0,0,0,0
34995,2019-12-31 01:30:00,39.55,0,0,0,0,0,0,0
34996,2019-12-31 02:00:00,38.42,0,0,0,0,0,0,0
34997,2019-12-31 02:30:00,37.51,1,0,-300,-150,0,135,-5678
34998,2019-12-31 03:00:00,36.22,1,0,-300,-150,135,270,-5482
34999,2019-12-31 03:30:00,38.13,1,0,-300,-150,270,405,-5771
35000,2019-12-31 04:00:00,40.41,0,0,0,0,405,405,0
35001,2019-12-31 04:30:00,51.42,0,1,300,135,405,255,6879
35002,2019-12-31 05:00:00,50.01,0,0,0,0,255,255,0
35003,2019-12-31 05:30:00,51.0,0,1,300,135,255,105,6823
35004,2019-12-31 06:00:00,49.34,0,1,233,104,105,0,5085
35005,2019-12-31 06:30:00,52.01,0,1,0,0,0,0,0
35006,2019-12-31 07:00:00,52.72,0,1,0,0,0,0,0
35007,2019-12-31 07:30:00,46.64,0,1,0,0,0,0,0
35008,2019-12-31 08:00:00,40.59,0,1,0,0,0,0,0
35009,2019-12-31 08:30:00,34.76,0,0,0,0,0,0,0
35010,2019-12-31 09:00:00,34.81,0,1,0,0,0,0,0
35011,2019-12-31 09:30:00,36.8,0,1,0,0,0,0,0
35012,2019-12-31 10:00:00,33.62,0,0,0,0,0,0,0
35013,2019-12-31 10:30:00,33.42,0,0,0,0,0,0,0
35014,2019-12-31 11:00:00,35.46,0,0,0,0,0,0,0
35015,2019-12-31 11:30:00,33.15,0,0,0,0,0,0,0
35016,2019-12-31 12:00:00,26.02,1,0,-300,-150,0,135,-3938
35017,2019-12-31 12:30:00,32.24,0,0,0,0,135,135,0
35018,2019-12-31 13:00:00,33.38,0,0,0,0,135,135,0
35019,2019-12-31 13:30:00,20.12,1,0,-300,-150,135,270,-3045
35020,2019-12-31 14:00:00,31.94,1,0,-300,-150,270,405,-4835
35021,2019-12-31 14:30:00,25.21,1,0,-300,-150,405,540,-3816
35022,2019-12-31 15:00:00,35.31,1,0,-88,-44,540,580,-1568
35023,2019-12-31 15:30:00,48.95,1,0,0,0,580,580,0
35024,2019-12-31 16:00:00,60.95,0,1,300,135,580,430,8154
35025,2019-12-31 16:30:00,66.73,0,1,300,135,430,280,8927
35026,2019-12-31 17:00:00,57.14,0,0,0,0,280,280,0
35027,2019-12-31 17:30:00,52.93,0,0,0,0,280,280,0
35028,2019-12-31 18:00:00,52.2,1,0,-300,-150,280,415,-7901
35029,2019-12-31 18:30:00,58.16,0,0,0,0,415,415,0
35030,2019-12-31 19:00:00,62.07,0,1,300,135,415,265,8304
35031,2019-12-31 19:30:00,55.85,0,0,0,0,265,265,0
35032,2019-12-31 20:00:00,50.05,1,0,-300,-150,265,400,-7576
35033,2019-12-31 20:30:00,51.52,1,0,-300,-150,400,535,-7798
35034,2019-12-31 21:00:00,53.38,1,0,-100,-50,535,580,-2693
35035,2019-12-31 21:30:00,58.49,0,0,0,0,580,580,0
35036,2019-12-31 22:00:00,52.91,1,0,0,0,580,580,0
35037,2019-12-31 22:30:00,58.66,1,0,0,0,580,580,0
35038,2019-12-31 23:00:00,54.36,1,0,0,0,580,580,0
35039,2019-12-31 23:30:00,66.87,0,1,300,135,580,430,8946
35040,2020-01-01 00:00:00,85.23,0,1,300,135,430,280,11402
35041,2020-01-01 00:30:00,64.76,0,1,300,135,280,130,8664
35042,2020-01-01 01:00:00,63.36,0,0,0,0,130,130,0
35043,2020-01-01 01:30:00,65.21,0,1,288,129,130,0,8336
35044,2020-01-01 02:00:00,64.45,0,1,0,0,0,0,0
35045,2020-01-01 02:30:00,63.23,0,1,0,0,0,0,0
35046,2020-01-01 03:00:00,61.91,0,1,0,0,0,0,0
35047,2020-01-01 03:30:00,61.18,0,1,0,0,0,0,0
35048,2020-01-01 04:00:00,58.32,0,1,0,0,0,0,0
35049,2020-01-01 04:30:00,53.75,0,1,0,0,0,0,0
35050,2020-01-01 05:00:00,51.03,0,1,0,0,0,0,0
35051,2020-01-01 05:30:00,53.33,0,1,0,0,0,0,0
35052,2020-01-01 06:00:00,50.61,0,1,0,0,0,0,0
35053,2020-01-01 06:30:00,41.15,0,1,0,0,0,0,0
35054,2020-01-01 07:00:00,33.37,0,1,0,0,0,0,0
35055,2020-01-01 07:30:00,38.07,0,1,0,0,0,0,0
35056,2020-01-01 08:00:00,35.05,0,1,0,0,0,0,0
35057,2020-01-01 08:30:00,29.24,0,0,0,0,0,0,0
35058,2020-01-01 09:00:00,6.08,1,0,-300,-150,0,135,-920
35059,2020-01-01 09:30:00,20.97,1,0,-300,-150,135,270,-3174
35060,2020-01-01 10:00:00,11.15,1,0,-300,-150,270,405,-1688
35061,2020-01-01 10:30:00,19.22,1,0,-300,-150,405,540,-2909
35062,2020-01-01 11:00:00,27.23,1,0,-88,-44,540,580,-1209
35063,2020-01-01 11:30:00,29.94,1,0,0,0,580,580,0
35064,2020-01-01 12:00:00,30.81,1,0,0,0,580,580,0
35065,2020-01-01 12:30:00,25.68,1,0,0,0,580,580,0
35066,2020-01-01 13:00:00,30.72,1,0,0,0,580,580,0
35067,2020-01-01 13:30:00,31.1,1,0,0,0,580,580,0
35068,2020-01-01 14:00:00,34.07,1,0,0,0,580,580,0
35069,2020-01-01 14:30:00,34.32,1,0,0,0,580,580,0
35070,2020-01-01 15:00:00,37.67,1,0,0,0,580,580,0
35071,2020-01-01 15:30:00,37.34,1,0,0,0,580,580,0
35072,2020-01-01 16:00:00,44.44,1,0,0,0,580,580,0
35073,2020-01-01 16:30:00,53.01,1,0,0,0,580,580,0
35074,2020-01-01 17:00:00,55.96,1,0,0,0,580,580,0
35075,2020-01-01 17:30:00,55.12,1,0,0,0,580,580,0
35076,2020-01-01 18:00:00,59.04,1,0,0,0,580,580,0
35077,2020-01-01 18:30:00,64.14,0,0,0,0,580,580,0
35078,2020-01-01 19:00:00,69.65,0,0,0,0,580,580,0
35079,2020-01-01 19:30:00,70.77,0,1,300,135,580,430,9468
35080,2020-01-01 20:00:00,70.45,0,1,300,135,430,280,9425
35081,2020-01-01 20:30:00,73.03,0,1,300,135,280,130,9770
35082,2020-01-01 21:00:00,66.76,0,0,0,0,130,130,0
35083,2020-01-01 21:30:00,65.24,0,0,0,0,130,130,0
35084,2020-01-01 22:00:00,63.15,0,0,0,0,130,130,0
35085,2020-01-01 22:30:00,64.08,0,0,0,0,130,130,0
35086,2020-01-01 23:00:00,60.39,0,0,0,0,130,130,0
35087,2020-01-01 23:30:00,67.81,0,1,288,129,130,0,8669
35088,2020-01-02 00:00:00,70.44,0,1,0,0,0,0,0
35089,2020-01-02 00:30:00,67.09,0,1,0,0,0,0,0
35090,2020-01-02 01:00:00,65.53,0,0,0,0,0,0,0
35091,2020-01-02 01:30:00,50.03,0,0,0,0,0,0,0
35092,2020-01-02 02:00:00,40.66,1,0,-300,-150,0,135,-6154
35093,2020-01-02 02:30:00,43.61,1,0,-300,-150,135,270,-6601
35094,2020-01-02 03:00:00,47.35,1,0,-300,-150,270,405,-7167
35095,2020-01-02 03:30:00,50.46,1,0,-300,-150,405,540,-7638
35096,2020-01-02 04:00:00,50.88,1,0,-88,-44,540,580,-2259
35097,2020-01-02 04:30:00,55.38,1,0,0,0,580,580,0
35098,2020-01-02 05:00:00,69.61,0,0,0,0,580,580,0
35099,2020-01-02 05:30:00,66.02,1,0,0,0,580,580,0
35100,2020-01-02 06:00:00,80.11,0,1,300,135,580,430,10718
35101,2020-01-02 06:30:00,78.88,0,1,300,135,430,280,10553
35102,2020-01-02 07:00:00,72.26,0,1,300,135,280,130,9667
35103,2020-01-02 07:30:00,68.84,0,0,0,0,130,130,0
35104,2020-01-02 08:00:00,69.65,0,1,288,129,130,0,8904
35105,2020-01-02 08:30:00,69.9,0,1,0,0,0,0,0
35106,2020-01-02 09:00:00,69.19,0,0,0,0,0,0,0
35107,2020-01-02 09:30:00,66.78,0,0,0,0,0,0,0
35108,2020-01-02 10:00:00,63.83,0,0,0,0,0,0,0
35109,2020-01-02 10:30:00,66.95,0,0,0,0,0,0,0
35110,2020-01-02 11:00:00,61.67,1,0,-300,-150,0,135,-9335
35111,2020-01-02 11:30:00,61.92,1,0,-300,-150,135,270,-9372
35112,2020-01-02 12:00:00,56.04,1,0,-300,-150,270,405,-8482
35113,2020-01-02 12:30:00,62.11,1,0,-300,-150,405,540,-9401
35114,2020-01-02 13:00:00,66.5,1,0,-88,-44,540,580,-2953
35115,2020-01-02 13:30:00,76.53,1,0,0,0,580,580,0
35116,2020-01-02 14:00:00,78.72,1,0,0,0,580,580,0
35117,2020-01-02 14:30:00,75.91,1,0,0,0,580,580,0
35118,2020-01-02 15:00:00,75.47,1,0,0,0,580,580,0
35119,2020-01-02 15:30:00,81.6,0,0,0,0,580,580,0
35120,2020-01-02 16:00:00,88.39,0,1,300,135,580,430,11825
35121,2020-01-02 16:30:00,84.58,0,0,0,0,430,430,0
35122,2020-01-02 17:00:00,86.66,0,1,300,135,430,280,11594
35123,2020-01-02 17:30:00,80.53,0,0,0,0,280,280,0
35124,2020-01-02 18:00:00,84.85,0,1,300,135,280,130,11352
35125,2020-01-02 18:30:00,88.92,0,1,288,129,130,0,11367
35126,2020-01-02 19:00:00,89.03,0,1,0,0,0,0,0
35127,2020-01-02 19:30:00,78.82,0,1,0,0,0,0,0
35128,2020-01-02 20:00:00,76.55,0,1,0,0,0,0,0
35129,2020-01-02 20:30:00,67.41,0,0,0,0,0,0,0
35130,2020-01-02 21:00:00,56.82,0,0,0,0,0,0,0
35131,2020-01-02 21:30:00,54.59,0,0,0,0,0,0,0
35132,2020-01-02 22:00:00,60.49,0,0,0,0,0,0,0
35133,2020-01-02 22:30:00,68.47,0,0,0,0,0,0,0
35134,2020-01-02 23:00:00,62.16,0,0,0,0,0,0,0
35135,2020-01-02 23:30:00,80.3,0,1,0,0,0,0,0
35136,2020-01-03 00:00:00,82.11,0,1,0,0,0,0,0
35137,2020-01-03 00:30:00,68.24,0,1,0,0,0,0,0
35138,2020-01-03 01:00:00,56.34,0,1,0,0,0,0,0
35139,2020-01-03 01:30:00,46.55,0,0,0,0,0,0,0
35140,2020-01-03 02:00:00,48.25,0,0,0,0,0,0,0
35141,2020-01-03 02:30:00,50.36,0,1,0,0,0,0,0
35142,2020-01-03 03:00:00,45.92,0,0,0,0,0,0,0
35143,2020-01-03 03:30:00,49.12,0,1,0,0,0,0,0
35144,2020-01-03 04:00:00,47.65,0,0,0,0,0,0,0
35145,2020-01-03 04:30:00,46.52,0,0,0,0,0,0,0
35146,2020-01-03 05:00:00,41.95,1,0,-300,-150,0,135,-6350
35147,2020-01-03 05:30:00,45.63,0,0,0,0,135,135,0
35148,2020-01-03 06:00:00,48.55,0,1,300,135,135,0,6495
35149,2020-01-03 06:30:00,47.93,0,0,0,0,0,0,0
35150,2020-01-03 07:00:00,47.72,0,0,0,0,0,0,0
35151,2020-01-03 07:30:00,42.02,1,0,-300,-150,0,135,-6360
35152,2020-01-03 08:00:00,40.74,1,0,-300,-150,135,270,-6166
35153,2020-01-03 08:30:00,42.07,1,0,-300,-150,270,405,-6368
35154,2020-01-03 09:00:00,44.76,0,0,0,0,405,405,0
35155,2020-01-03 09:30:00,44.72,1,0,-300,-150,405,540,-6769
35156,2020-01-03 10:00:00,43.28,1,0,-88,-44,540,580,-1922
35157,2020-01-03 10:30:00,44.75,1,0,0,0,580,580,0
35158,2020-01-03 11:00:00,48.85,1,0,0,0,580,580,0
35159,2020-01-03 11:30:00,62.15,1,0,0,0,580,580,0
35160,2020-01-03 12:00:00,58.59,1,0,0,0,580,580,0
35161,2020-01-03 12:30:00,64.92,1,0,0,0,580,580,0
35162,2020-01-03 13:00:00,67.01,1,0,0,0,580,580,0
35163,2020-01-03 13:30:00,70.29,1,0,0,0,580,580,0
35164,2020-01-03 14:00:00,73.62,0,0,0,0,580,580,0
35165,2020-01-03 14:30:00,81.37,0,0,0,0,580,580,0
35166,2020-01-03 15:00:00,69.3,1,0,0,0,580,580,0
35167,2020-01-03 15:30:00,65.75,1,0,0,0,580,580,0
35168,2020-01-03 16:00:00,72.19,1,0,0,0,580,580,0
35169,2020-01-03 16:30:00,86.63,0,0,0,0,580,580,0
35170,2020-01-03 17:00:00,83.32,0,0,0,0,580,580,0
35171,2020-01-03 17:30:00,78.49,0,0,0,0,580,580,0
35172,2020-01-03 18:00:00,92.43,0,1,300,135,580,430,12366
35173,2020-01-03 18:30:00,86.46,0,1,300,135,430,280,11567
35174,2020-01-03 19:00:00,97.28,0,1,300,135,280,130,13015
35175,2020-01-03 19:30:00,86.99,0,1,288,129,130,0,11121
35176,2020-01-03 20:00:00,84.7,0,1,0,0,0,0,0
35177,2020-01-03 20:30:00,74.0,0,1,0,0,0,0,0
35178,2020-01-03 21:00:00,78.65,0,1,0,0,0,0,0
35179,2020-01-03 21:30:00,70.55,0,1,0,0,0,0,0
35180,2020-01-03 22:00:00,71.38,0,1,0,0,0,0,0
35181,2020-01-03 22:30:00,69.7,0,1,0,0,0,0,0
35182,2020-01-03 23:00:00,65.22,0,0,0,0,0,0,0
35183,2020-01-03 23:30:00,69.8,0,1,0,0,0,0,0
35184,2020-01-04 00:00:00,71.25,0,1,0,0,0,0,0
35185,2020-01-04 00:30:00,68.53,0,1,0,0,0,0,0
35186,2020-01-04 01:00:00,59.97,0,1,0,0,0,0,0
35187,2020-01-04 01:30:00,48.96,0,1,0,0,0,0,0
35188,2020-01-04 02:00:00,47.32,0,1,0,0,0,0,0
35189,2020-01-04 02:30:00,42.62,0,0,0,0,0,0,0
35190,2020-01-04 03:00:00,42.97,0,0,0,0,0,0,0
35191,2020-01-04 03:30:00,47.6,0,1,0,0,0,0,0
35192,2020-01-04 04:00:00,47.81,0,1,0,0,0,0,0
35193,2020-01-04 04:30:00,45.81,0,1,0,0,0,0,0
35194,2020-01-04 05:00:00,45.22,0,1,0,0,0,0,0
35195,2020-01-04 05:30:00,42.36,0,1,0,0,0,0,0
35196,2020-01-04 06:00:00,43.23,0,1,0,0,0,0,0
35197,2020-01-04 06:30:00,38.09,0,1,0,0,0,0,0
35198,2020-01-04 07:00:00,28.72,1,0,-300,-150,0,135,-4347
35199,2020-01-04 07:30:00,35.63,0,0,0,0,135,135,0
35200,2020-01-04 08:00:00,34.29,0,0,0,0,135,135,0
35201,2020-01-04 08:30:00,32.13,1,0,-300,-150,135,270,-4863
35202,2020-01-04 09:00:00,32.16,1,0,-300,-150,270,405,-4868
35203,2020-01-04 09:30:00,38.87,0,0,0,0,405,405,0
35204,2020-01-04 10:00:00,35.95,0,0,0,0,405,405,0
35205,2020-01-04 10:30:00,35.18,0,0,0,0,405,405,0
35206,2020-01-04 11:00:00,31.88,0,0,0,0,405,405,0
35207,2020-01-04 11:30:00,32.43,0,0,0,0,405,405,0
35208,2020-01-04 12:00:00,45.43,0,0,0,0,405,405,0
35209,2020-01-04 12:30:00,58.79,0,1,300,135,405,255,7865
35210,2020-01-04 13:00:00,57.24,0,1,300,135,255,105,7658
35211,2020-01-04 13:30:00,47.25,0,1,233,104,105,0,4870
35212,2020-01-04 14:00:00,11.95,0,1,0,0,0,0,0
35213,2020-01-04 14:30:00,-13.92,0,0,0,0,0,0,0
35214,2020-01-04 15:00:00,3.3,0,0,0,0,0,0,0
35215,2020-01-04 15:30:00,-213.7,1,0,-300,-150,0,135,32346
35216,2020-01-04 16:00:00,-195.04,1,0,-300,-150,135,270,29522
35217,2020-01-04 16:30:00,-10.89,1,0,-300,-150,270,405,1648
35218,2020-01-04 17:00:00,-0.26,1,0,-300,-150,405,540,39
35219,2020-01-04 17:30:00,14.15,0,0,0,0,540,540,0
35220,2020-01-04 18:00:00,24.11,0,0,0,0,540,540,0
35221,2020-01-04 18:30:00,-12.57,1,0,-88,-44,540,580,558
35222,2020-01-04 19:00:00,-4.42,1,0,0,0,580,580,0
35223,2020-01-04 19:30:00,53.95,0,0,0,0,580,580,0
35224,2020-01-04 20:00:00,71.33,0,1,300,135,580,430,9543
35225,2020-01-04 20:30:00,122.97,0,1,300,135,430,280,16452
35226,2020-01-04 21:00:00,50.33,0,1,300,135,280,130,6733
35227,2020-01-04 21:30:00,83.81,0,1,288,129,130,0,10714
35228,2020-01-04 22:00:00,16.94,1,0,-300,-150,0,135,-2564
35229,2020-01-04 22:30:00,15.11,1,0,-300,-150,135,270,-2287
35230,2020-01-04 23:00:00,20.2,0,0,0,0,270,270,0
35231,2020-01-04 23:30:00,36.64,0,1,300,135,270,120,4902
35232,2020-01-05 00:00:00,40.43,0,1,266,119,120,0,4768
35233,2020-01-05 00:30:00,31.73,0,1,0,0,0,0,0
35234,2020-01-05 01:00:00,15.61,0,0,0,0,0,0,0
35235,2020-01-05 01:30:00,27.46,0,0,0,0,0,0,0
35236,2020-01-05 02:00:00,32.11,0,1,0,0,0,0,0
35237,2020-01-05 02:30:00,36.73,0,1,0,0,0,0,0
35238,2020-01-05 03:00:00,26.63,0,1,0,0,0,0,0
35239,2020-01-05 03:30:00,-0.01,0,0,0,0,0,0,0
35240,2020-01-05 04:00:00,-0.56,0,0,0,0,0,0,0
35241,2020-01-05 04:30:00,0.08,0,0,0,0,0,0,0
35242,2020-01-05 05:00:00,-24.15,1,0,-300,-150,0,135,3655
35243,2020-01-05 05:30:00,-8.19,1,0,-300,-150,135,270,1240
35244,2020-01-05 06:00:00,-12.49,1,0,-300,-150,270,405,1891
35245,2020-01-05 06:30:00,1.49,0,0,0,0,405,405,0
35246,2020-01-05 07:00:00,2.47,0,0,0,0,405,405,0
35247,2020-01-05 07:30:00,7.13,0,0,0,0,405,405,0
35248,2020-01-05 08:00:00,29.69,0,0,0,0,405,405,0
35249,2020-01-05 08:30:00,37.06,0,1,300,135,405,255,4958
35250,2020-01-05 09:00:00,34.53,0,1,300,135,255,105,4620
35251,2020-01-05 09:30:00,35.68,0,1,233,104,105,0,3677
35252,2020-01-05 10:00:00,31.33,0,1,0,0,0,0,0
35253,2020-01-05 10:30:00,29.28,0,1,0,0,0,0,0
35254,2020-01-05 11:00:00,-18.47,0,0,0,0,0,0,0
35255,2020-01-05 11:30:00,-8.07,0,0,0,0,0,0,0
35256,2020-01-05 12:00:00,-5.9,0,0,0,0,0,0,0
35257,2020-01-05 12:30:00,-5.9,0,0,0,0,0,0,0
35258,2020-01-05 13:00:00,8.62,0,0,0,0,0,0,0
35259,2020-01-05 13:30:00,-36.67,1,0,-300,-150,0,135,5550
35260,2020-01-05 14:00:00,-27.07,1,0,-300,-150,135,270,4097
35261,2020-01-05 14:30:00,-39.54,1,0,-300,-150,270,405,5985
35262,2020-01-05 15:00:00,-1.34,1,0,-300,-150,405,540,203
35263,2020-01-05 15:30:00,14.3,1,0,-88,-44,540,580,-635
35264,2020-01-05 16:00:00,40.13,1,0,0,0,580,580,0
35265,2020-01-05 16:30:00,20.36,1,0,0,0,580,580,0
35266,2020-01-05 17:00:00,43.19,0,0,0,0,580,580,0
35267,2020-01-05 17:30:00,41.85,0,0,0,0,580,580,0
35268,2020-01-05 18:00:00,44.17,0,0,0,0,580,580,0
35269,2020-01-05 18:30:00,46.66,0,1,300,135,580,430,6242
35270,2020-01-05 19:00:00,44.95,0,1,300,135,430,280,6014
35271,2020-01-05 19:30:00,39.86,0,0,0,0,280,280,0
35272,2020-01-05 20:00:00,42.62,0,1,300,135,280,130,5702
35273,2020-01-05 20:30:00,46.76,0,1,288,129,130,0,5978
35274,2020-01-05 21:00:00,43.46,0,1,0,0,0,0,0
35275,2020-01-05 21:30:00,39.61,0,1,0,0,0,0,0
35276,2020-01-05 22:00:00,23.28,1,0,-300,-150,0,135,-3524
35277,2020-01-05 22:30:00,14.8,1,0,-300,-150,135,270,-2240
35278,2020-01-05 23:00:00,28.62,1,0,-300,-150,270,405,-4332
35279,2020-01-05 23:30:00,38.49,0,1,300,135,405,255,5149
35280,2020-01-06 00:00:00,38.0,0,1,300,135,255,105,5084
35281,2020-01-06 00:30:00,39.4,0,1,233,104,105,0,4061
35282,2020-01-06 01:00:00,32.91,1,0,-300,-150,0,135,-4981
35283,2020-01-06 01:30:00,35.84,0,0,0,0,135,135,0
35284,2020-01-06 02:00:00,30.39,1,0,-300,-150,135,270,-4600
35285,2020-01-06 02:30:00,33.66,1,0,-300,-150,270,405,-5095
35286,2020-01-06 03:00:00,32.81,1,0,-300,-150,405,540,-4966
35287,2020-01-06 03:30:00,36.03,1,0,-88,-44,540,580,-1600
35288,2020-01-06 04:00:00,37.37,1,0,0,0,580,580,0
35289,2020-01-06 04:30:00,36.82,1,0,0,0,580,580,0
35290,2020-01-06 05:00:00,39.41,1,0,0,0,580,580,0
35291,2020-01-06 05:30:00,53.55,1,0,0,0,580,580,0
35292,2020-01-06 06:00:00,51.5,1,0,0,0,580,580,0
35293,2020-01-06 06:30:00,58.6,1,0,0,0,580,580,0
35294,2020-01-06 07:00:00,81.42,0,1,300,135,580,430,10893
35295,2020-01-06 07:30:00,78.62,0,1,300,135,430,280,10518
35296,2020-01-06 08:00:00,86.69,0,1,300,135,280,130,11598
35297,2020-01-06 08:30:00,100.62,0,1,288,129,130,0,12863
35298,2020-01-06 09:00:00,70.11,0,1,0,0,0,0,0
35299,2020-01-06 09:30:00,68.83,0,1,0,0,0,0,0
35300,2020-01-06 10:00:00,69.51,0,1,0,0,0,0,0
35301,2020-01-06 10:30:00,67.18,0,1,0,0,0,0,0
35302,2020-01-06 11:00:00,65.64,0,1,0,0,0,0,0
35303,2020-01-06 11:30:00,64.28,0,1,0,0,0,0,0
35304,2020-01-06 12:00:00,58.85,0,0,0,0,0,0,0
35305,2020-01-06 12:30:00,52.96,0,0,0,0,0,0,0
35306,2020-01-06 13:00:00,52.94,0,0,0,0,0,0,0
35307,2020-01-06 13:30:00,51.94,0,0,0,0,0,0,0
35308,2020-01-06 14:00:00,63.32,0,1,0,0,0,0,0
35309,2020-01-06 14:30:00,62.81,0,1,0,0,0,0,0
35310,2020-01-06 15:00:00,52.97,0,0,0,0,0,0,0
35311,2020-01-06 15:30:00,48.51,1,0,-300,-150,0,135,-7343
35312,2020-01-06 16:00:00,55.72,0,0,0,0,135,135,0
35313,2020-01-06 16:30:00,52.02,1,0,-300,-150,135,270,-7874
35314,2020-01-06 17:00:00,59.47,0,0,0,0,270,270,0
35315,2020-01-06 17:30:00,55.59,0,0,0,0,270,270,0
35316,2020-01-06 18:00:00,51.26,0,0,0,0,270,270,0
35317,2020-01-06 18:30:00,60.95,0,1,300,135,270,120,8154
35318,2020-01-06 19:00:00,57.77,0,0,0,0,120,120,0
35319,2020-01-06 19:30:00,55.81,0,0,0,0,120,120,0
35320,2020-01-06 20:00:00,64.02,0,1,266,119,120,0,7550
35321,2020-01-06 20:30:00,61.19,0,1,0,0,0,0,0
35322,2020-01-06 21:00:00,55.3,0,1,0,0,0,0,0
35323,2020-01-06 21:30:00,52.96,0,0,0,0,0,0,0
35324,2020-01-06 22:00:00,49.6,0,0,0,0,0,0,0
35325,2020-01-06 22:30:00,49.58,0,0,0,0,0,0,0
35326,2020-01-06 23:00:00,44.19,0,0,0,0,0,0,0
35327,2020-01-06 23:30:00,52.25,0,0,0,0,0,0,0
35328,2020-01-07 00:00:00,65.04,0,1,0,0,0,0,0
35329,2020-01-07 00:30:00,56.24,0,1,0,0,0,0,0
35330,2020-01-07 01:00:00,51.88,0,1,0,0,0,0,0
35331,2020-01-07 01:30:00,42.22,0,0,0,0,0,0,0
35332,2020-01-07 02:00:00,40.8,0,0,0,0,0,0,0
35333,2020-01-07 02:30:00,33.88,1,0,-300,-150,0,135,-5128
35334,2020-01-07 03:00:00,41.06,1,0,-300,-150,135,270,-6215
35335,2020-01-07 03:30:00,40.05,1,0,-300,-150,270,405,-6062
35336,2020-01-07 04:00:00,39.09,1,0,-300,-150,405,540,-5917
35337,2020-01-07 04:30:00,43.77,1,0,-88,-44,540,580,-1943
35338,2020-01-07 05:00:00,44.89,1,0,0,0,580,580,0
35339,2020-01-07 05:30:00,45.95,1,0,0,0,580,580,0
35340,2020-01-07 06:00:00,78.04,0,1,300,135,580,430,10441
35341,2020-01-07 06:30:00,76.36,0,1,300,135,430,280,10216
35342,2020-01-07 07:00:00,87.71,0,1,300,135,280,130,11734
35343,2020-01-07 07:30:00,69.57,0,1,288,129,130,0,8894
35344,2020-01-07 08:00:00,69.69,0,1,0,0,0,0,0
35345,2020-01-07 08:30:00,69.0,0,1,0,0,0,0,0
35346,2020-01-07 09:00:00,67.38,0,1,0,0,0,0,0
35347,2020-01-07 09:30:00,67.46,0,1,0,0,0,0,0
35348,2020-01-07 10:00:00,64.23,0,1,0,0,0,0,0
35349,2020-01-07 10:30:00,56.4,0,0,0,0,0,0,0
35350,2020-01-07 11:00:00,47.34,0,0,0,0,0,0,0
35351,2020-01-07 11:30:00,41.71,1,0,-300,-150,0,135,-6313
35352,2020-01-07 12:00:00,47.48,1,0,-300,-150,135,270,-7187
35353,2020-01-07 12:30:00,46.59,1,0,-300,-150,270,405,-7052
35354,2020-01-07 13:00:00,46.07,1,0,-300,-150,405,540,-6973
35355,2020-01-07 13:30:00,60.6,0,0,0,0,540,540,0
35356,2020-01-07 14:00:00,58.82,0,0,0,0,540,540,0
35357,2020-01-07 14:30:00,50.39,1,0,-88,-44,540,580,-2237
35358,2020-01-07 15:00:00,55.93,1,0,0,0,580,580,0
35359,2020-01-07 15:30:00,58.56,1,0,0,0,580,580,0
35360,2020-01-07 16:00:00,66.68,1,0,0,0,580,580,0
35361,2020-01-07 16:30:00,77.23,0,1,300,135,580,430,10332
35362,2020-01-07 17:00:00,92.93,0,1,300,135,430,280,12433
35363,2020-01-07 17:30:00,71.0,0,1,300,135,280,130,9499
35364,2020-01-07 18:00:00,71.0,0,1,288,129,130,0,9077
35365,2020-01-07 18:30:00,70.69,0,0,0,0,0,0,0
35366,2020-01-07 19:00:00,71.0,0,1,0,0,0,0,0
35367,2020-01-07 19:30:00,71.0,0,1,0,0,0,0,0
35368,2020-01-07 20:00:00,70.8,0,1,0,0,0,0,0
35369,2020-01-07 20:30:00,68.21,0,1,0,0,0,0,0
35370,2020-01-07 21:00:00,61.56,0,1,0,0,0,0,0
35371,2020-01-07 21:30:00,60.29,0,1,0,0,0,0,0
35372,2020-01-07 22:00:00,47.07,0,0,0,0,0,0,0
35373,2020-01-07 22:30:00,50.56,0,1,0,0,0,0,0
35374,2020-01-07 23:00:00,48.83,0,1,0,0,0,0,0
35375,2020-01-07 23:30:00,54.61,0,1,0,0,0,0,0
35376,2020-01-08 00:00:00,54.1,0,1,0,0,0,0,0
35377,2020-01-08 00:30:00,46.54,0,1,0,0,0,0,0
35378,2020-01-08 01:00:00,43.96,0,0,0,0,0,0,0
35379,2020-01-08 01:30:00,42.17,0,0,0,0,0,0,0
35380,2020-01-08 02:00:00,35.77,1,0,-300,-150,0,135,-5414
35381,2020-01-08 02:30:00,37.09,1,0,-300,-150,135,270,-5614
35382,2020-01-08 03:00:00,41.37,1,0,-300,-150,270,405,-6262
35383,2020-01-08 03:30:00,43.62,1,0,-300,-150,405,540,-6602
35384,2020-01-08 04:00:00,41.88,1,0,-88,-44,540,580,-1859
35385,2020-01-08 04:30:00,45.74,1,0,0,0,580,580,0
35386,2020-01-08 05:00:00,46.91,1,0,0,0,580,580,0
35387,2020-01-08 05:30:00,48.55,1,0,0,0,580,580,0
35388,2020-01-08 06:00:00,57.42,0,0,0,0,580,580,0
35389,2020-01-08 06:30:00,59.61,0,1,300,135,580,430,7975
