Time (UTC+10),Regions VIC Trading Price ($/MWh),Regions VIC Trading Total Intermittent Generation (MW),Regions VIC Operational Demand (MW),Time,Hour,Day
2020-02-10 12:30:00,50.2,22.88,5443,12:30:00,12,1
2020-02-10 13:00:00,47.41,25.54,5496,13:00:00,13,1
2020-02-10 13:30:00,47.63,24.6,5526,13:30:00,13,1
2020-02-10 14:00:00,47.21,24.62,5512,14:00:00,14,1
2020-02-10 14:30:00,48.07,22.31,5610,14:30:00,14,1
2020-02-10 15:00:00,49.56,15.01,5793,15:00:00,15,1
2020-02-10 15:30:00,76.4,16.86,5930,15:30:00,15,1
2020-02-10 16:00:00,63.59,13.86,5976,16:00:00,16,1
2020-02-10 16:30:00,67.5,15.79,5999,16:30:00,16,1
2020-02-10 17:00:00,58.47,17.05,6036,17:00:00,17,1
2020-02-10 17:30:00,54.08,15.66,6016,17:30:00,17,1
2020-02-10 18:00:00,62.79,14.4,6005,18:00:00,18,1
2020-02-10 18:30:00,58.67,12.13,5938,18:30:00,18,1
2020-02-10 19:00:00,57.01,21.1,5907,19:00:00,19,1
2020-02-10 19:30:00,56.48,35.27,5788,19:30:00,19,1
2020-02-10 20:00:00,53.88,40.52,5760,20:00:00,20,1
2020-02-10 20:30:00,51.41,45.56,5627,20:30:00,20,1
2020-02-10 21:00:00,44.33,46.87,5421,21:00:00,21,1
2020-02-10 21:30:00,40.07,41.37,5234,21:30:00,21,1
2020-02-10 22:00:00,40.28,39.43,4990,22:00:00,22,1
2020-02-10 22:30:00,45.9,24.27,4811,22:30:00,22,1
2020-02-10 23:00:00,48.98,15.11,4726,23:00:00,23,1
2020-02-10 23:30:00,65.41,6.98,4896,23:30:00,23,1
2020-02-11 00:00:00,67.5,0.98,4896,00:00:00,0,2
2020-02-11 00:30:00,55.53,-0.08,4699,00:30:00,0,2
2020-02-11 01:00:00,51.29,-0.61,4540,01:00:00,1,2
2020-02-11 01:30:00,31.16,-0.59,4463,01:30:00,1,2
2020-02-11 02:00:00,46.1,-0.46,4371,02:00:00,2,2
2020-02-11 02:30:00,49.56,-0.46,4287,02:30:00,2,2
2020-02-11 03:00:00,40.45,-0.24,4240,03:00:00,3,2
2020-02-11 03:30:00,38.5,3.67,4231,03:30:00,3,2
2020-02-11 04:00:00,46.82,9.18,4302,04:00:00,4,2
2020-02-11 04:30:00,43.52,15.28,4399,04:30:00,4,2
2020-02-11 05:00:00,46.47,23.66,4540,05:00:00,5,2
2020-02-11 05:30:00,60.09,36.38,4845,05:30:00,5,2
2020-02-11 06:00:00,49.99,38.06,5157,06:00:00,6,2
2020-02-11 06:30:00,68.63,56.48,5530,06:30:00,6,2
2020-02-11 07:00:00,70.86,59.05,5746,07:00:00,7,2
2020-02-11 07:30:00,54.1,43.53,5662,07:30:00,7,2
2020-02-11 08:00:00,45.16,46.85,5672,08:00:00,8,2
2020-02-11 08:30:00,45.79,39.92,5710,08:30:00,8,2
2020-02-11 09:00:00,50.37,41.58,5701,09:00:00,9,2
2020-02-11 09:30:00,58.46,51.59,5695,09:30:00,9,2
2020-02-11 10:00:00,57.19,60.54,5684,10:00:00,10,2
2020-02-11 10:30:00,56.15,68.57,5672,10:30:00,10,2
2020-02-11 11:00:00,52.69,81.63,5651,11:00:00,11,2
2020-02-11 11:30:00,51.75,78.56,5623,11:30:00,11,2
2020-02-11 12:00:00,55.23,88.06,5648,12:00:00,12,2
2020-02-11 12:30:00,57.04,106.34,5690,12:30:00,12,2
2020-02-11 13:00:00,58.88,113.35,5768,13:00:00,13,2
2020-02-11 13:30:00,56.7,130.55,5852,13:30:00,13,2
2020-02-11 14:00:00,68.41,142.58,5933,14:00:00,14,2
2020-02-11 14:30:00,52.28,142.33,5982,14:30:00,14,2
2020-02-11 15:00:00,54.56,165.72,6073,15:00:00,15,2
2020-02-11 15:30:00,59.13,182.93,6224,15:30:00,15,2
2020-02-11 16:00:00,89.51,193.0,6349,16:00:00,16,2
2020-02-11 16:30:00,70.88,200.79,6389,16:30:00,16,2
2020-02-11 17:00:00,67.97,201.58,6439,17:00:00,17,2
2020-02-11 17:30:00,72.33,191.57,6339,17:30:00,17,2
2020-02-11 18:00:00,107.28,176.75,6253,18:00:00,18,2
2020-02-11 18:30:00,83.82,161.28,6091,18:30:00,18,2
2020-02-11 19:00:00,110.58,161.49,5988,19:00:00,19,2
2020-02-11 19:30:00,108.91,155.9,5870,19:30:00,19,2
2020-02-11 20:00:00,95.15,150.6,5804,20:00:00,20,2
2020-02-11 20:30:00,81.67,157.47,5669,20:30:00,20,2
2020-02-11 21:00:00,72.19,151.88,5447,21:00:00,21,2
2020-02-11 21:30:00,48.51,151.38,5263,21:30:00,21,2
2020-02-11 22:00:00,37.17,153.81,5001,22:00:00,22,2
2020-02-11 22:30:00,45.23,176.7,4872,22:30:00,22,2
2020-02-11 23:00:00,38.87,184.71,4794,23:00:00,23,2
2020-02-11 23:30:00,49.9,185.99,4930,23:30:00,23,2
2020-02-12 00:00:00,43.06,153.44,4881,00:00:00,0,3
2020-02-12 00:30:00,47.18,158.31,4689,00:30:00,0,3
2020-02-12 01:00:00,46.25,145.78,4537,01:00:00,1,3
2020-02-12 01:30:00,38.87,147.88,4444,01:30:00,1,3
2020-02-12 02:00:00,39.5,169.1,4327,02:00:00,2,3
2020-02-12 02:30:00,36.15,179.77,4266,02:30:00,2,3
2020-02-12 03:00:00,34.87,164.74,4228,03:00:00,3,3
2020-02-12 03:30:00,35.32,183.93,4238,03:30:00,3,3
2020-02-12 04:00:00,32.05,198.76,4293,04:00:00,4,3
2020-02-12 04:30:00,35.39,209.08,4393,04:30:00,4,3
2020-02-12 05:00:00,39.97,209.48,4537,05:00:00,5,3
2020-02-12 05:30:00,66.8,205.15,4794,05:30:00,5,3
2020-02-12 06:00:00,66.83,204.24,5091,06:00:00,6,3
2020-02-12 06:30:00,75.89,187.71,5435,06:30:00,6,3
2020-02-12 07:00:00,75.01,193.44,5630,07:00:00,7,3
2020-02-12 07:30:00,56.77,198.87,5604,07:30:00,7,3
2020-02-12 08:00:00,55.2,202.94,5616,08:00:00,8,3
2020-02-12 08:30:00,55.08,201.18,5656,08:30:00,8,3
2020-02-12 09:00:00,55.01,205.11,5631,09:00:00,9,3
2020-02-12 09:30:00,57.25,192.55,5601,09:30:00,9,3
2020-02-12 10:00:00,51.4,183.02,5551,10:00:00,10,3
2020-02-12 10:30:00,51.09,163.36,5525,10:30:00,10,3
2020-02-12 11:00:00,48.89,152.18,5487,11:00:00,11,3
2020-02-12 11:30:00,44.77,165.57,5541,11:30:00,11,3
2020-02-12 12:00:00,44.03,158.2,5467,12:00:00,12,3
2020-02-12 12:30:00,43.48,140.61,5435,12:30:00,12,3
2020-02-12 13:00:00,45.2,156.03,5542,13:00:00,13,3
2020-02-12 13:30:00,44.65,164.74,5660,13:30:00,13,3
2020-02-12 14:00:00,45.63,169.13,5704,14:00:00,14,3
2020-02-12 14:30:00,52.77,179.72,5820,14:30:00,14,3
2020-02-12 15:00:00,51.69,215.32,5963,15:00:00,15,3
2020-02-12 15:30:00,52.62,227.28,6107,15:30:00,15,3
2020-02-12 16:00:00,52.07,234.7,6221,16:00:00,16,3
2020-02-12 16:30:00,49.68,238.39,6335,16:30:00,16,3
2020-02-12 17:00:00,50.27,237.28,6430,17:00:00,17,3
2020-02-12 17:30:00,67.98,234.38,6368,17:30:00,17,3
2020-02-12 18:00:00,67.71,242.58,6422,18:00:00,18,3
2020-02-12 18:30:00,105.5,243.79,6371,18:30:00,18,3
2020-02-12 19:00:00,95.02,237.87,6250,19:00:00,19,3
2020-02-12 19:30:00,74.07,230.41,6139,19:30:00,19,3
2020-02-12 20:00:00,57.4,206.79,6073,20:00:00,20,3
2020-02-12 20:30:00,44.44,202.82,5908,20:30:00,20,3
2020-02-12 21:00:00,47.83,220.86,5660,21:00:00,21,3
2020-02-12 21:30:00,43.37,233.66,5442,21:30:00,21,3
2020-02-12 22:00:00,39.25,236.57,5177,22:00:00,22,3
2020-02-12 22:30:00,47.32,246.07,5020,22:30:00,22,3
2020-02-12 23:00:00,42.46,245.55,4866,23:00:00,23,3
2020-02-12 23:30:00,50.8,230.54,5031,23:30:00,23,3
2020-02-13 00:00:00,49.1,213.29,5005,00:00:00,0,4
2020-02-13 00:30:00,43.3,212.47,4801,00:30:00,0,4
2020-02-13 01:00:00,45.42,206.04,4632,01:00:00,1,4
2020-02-13 01:30:00,40.94,201.36,4521,01:30:00,1,4
2020-02-13 02:00:00,40.29,195.58,4457,02:00:00,2,4
2020-02-13 02:30:00,34.83,192.47,4340,02:30:00,2,4
2020-02-13 03:00:00,34.85,192.12,4290,03:00:00,3,4
2020-02-13 03:30:00,36.18,194.24,4330,03:30:00,3,4
2020-02-13 04:00:00,32.82,177.29,4349,04:00:00,4,4
2020-02-13 04:30:00,40.18,176.82,4426,04:30:00,4,4
2020-02-13 05:00:00,46.48,158.04,4593,05:00:00,5,4
2020-02-13 05:30:00,63.29,131.94,4896,05:30:00,5,4
2020-02-13 06:00:00,63.51,116.64,5157,06:00:00,6,4
2020-02-13 06:30:00,75.07,90.0,5541,06:30:00,6,4
2020-02-13 07:00:00,75.01,65.09,5732,07:00:00,7,4
2020-02-13 07:30:00,56.56,48.77,5696,07:30:00,7,4
2020-02-13 08:00:00,62.28,35.22,5702,08:00:00,8,4
2020-02-13 08:30:00,55.89,29.91,5698,08:30:00,8,4
2020-02-13 09:00:00,51.82,20.01,5680,09:00:00,9,4
2020-02-13 09:30:00,57.58,18.97,5635,09:30:00,9,4
2020-02-13 10:00:00,68.08,25.2,5640,10:00:00,10,4
2020-02-13 10:30:00,75.01,19.37,5679,10:30:00,10,4
2020-02-13 11:00:00,94.92,16.5,5776,11:00:00,11,4
2020-02-13 11:30:00,88.95,10.33,5835,11:30:00,11,4
2020-02-13 12:00:00,75.4,7.84,5957,12:00:00,12,4
2020-02-13 12:30:00,76.68,8.34,6075,12:30:00,12,4
2020-02-13 13:00:00,156.57,9.72,6248,13:00:00,13,4
2020-02-13 13:30:00,82.41,8.37,6459,13:30:00,13,4
2020-02-13 14:00:00,108.76,9.43,6620,14:00:00,14,4
2020-02-13 14:30:00,75.42,13.05,6771,14:30:00,14,4
2020-02-13 15:00:00,75.01,16.45,6951,15:00:00,15,4
2020-02-13 15:30:00,82.11,17.07,7256,15:30:00,15,4
2020-02-13 16:00:00,90.0,15.97,7458,16:00:00,16,4
2020-02-13 16:30:00,98.81,17.01,7569,16:30:00,16,4
2020-02-13 17:00:00,113.96,29.69,7683,17:00:00,17,4
2020-02-13 17:30:00,87.52,46.46,7709,17:30:00,17,4
2020-02-13 18:00:00,103.16,67.57,7726,18:00:00,18,4
2020-02-13 18:30:00,113.33,98.32,7657,18:30:00,18,4
2020-02-13 19:00:00,191.2,136.53,7477,19:00:00,19,4
2020-02-13 19:30:00,173.85,142.55,7195,19:30:00,19,4
2020-02-13 20:00:00,90.2,143.01,7037,20:00:00,20,4
2020-02-13 20:30:00,79.16,150.87,6775,20:30:00,20,4
2020-02-13 21:00:00,69.46,146.57,6436,21:00:00,21,4
2020-02-13 21:30:00,70.3,134.72,6108,21:30:00,21,4
2020-02-13 22:00:00,57.63,112.76,5778,22:00:00,22,4
2020-02-13 22:30:00,59.73,93.11,5479,22:30:00,22,4
2020-02-13 23:00:00,51.87,77.58,5330,23:00:00,23,4
2020-02-13 23:30:00,53.65,56.64,5386,23:30:00,23,4
2020-02-14 00:00:00,53.97,42.9,5290,00:00:00,0,5
2020-02-14 00:30:00,50.23,45.92,5099,00:30:00,0,5
2020-02-14 01:00:00,49.73,36.13,4932,01:00:00,1,5
2020-02-14 01:30:00,49.39,27.32,4814,01:30:00,1,5
2020-02-14 02:00:00,55.75,28.66,4671,02:00:00,2,5
2020-02-14 02:30:00,53.37,24.73,4594,02:30:00,2,5
2020-02-14 03:00:00,51.4,30.68,4544,03:00:00,3,5
2020-02-14 03:30:00,50.59,44.36,4559,03:30:00,3,5
2020-02-14 04:00:00,46.85,74.85,4587,04:00:00,4,5
2020-02-14 04:30:00,46.31,83.03,4694,04:30:00,4,5
2020-02-14 05:00:00,48.21,76.81,4840,05:00:00,5,5
2020-02-14 05:30:00,53.89,82.94,5126,05:30:00,5,5
2020-02-14 06:00:00,68.55,87.73,5457,06:00:00,6,5
2020-02-14 06:30:00,81.93,87.23,5803,06:30:00,6,5
2020-02-14 07:00:00,75.01,87.08,6006,07:00:00,7,5
2020-02-14 07:30:00,57.72,88.59,6031,07:30:00,7,5
2020-02-14 08:00:00,69.23,90.27,6128,08:00:00,8,5
2020-02-14 08:30:00,76.13,91.22,6247,08:30:00,8,5
2020-02-14 09:00:00,177.07,90.48,6312,09:00:00,9,5
2020-02-14 09:30:00,75.01,90.84,6460,09:30:00,9,5
2020-02-14 10:00:00,194.23,86.62,6571,10:00:00,10,5
2020-02-14 10:30:00,108.93,100.27,6692,10:30:00,10,5
2020-02-14 11:00:00,75.97,117.56,6829,11:00:00,11,5
2020-02-14 11:30:00,75.01,107.3,6942,11:30:00,11,5
2020-02-14 12:00:00,207.33,139.57,7145,12:00:00,12,5
2020-02-14 12:30:00,200.88,116.73,7354,12:30:00,12,5
2020-02-14 13:00:00,157.08,52.14,7563,13:00:00,13,5
2020-02-14 13:30:00,90.43,58.61,7651,13:30:00,13,5
2020-02-14 14:00:00,72.12,48.8,7437,14:00:00,14,5
2020-02-14 14:30:00,56.7,37.58,7144,14:30:00,14,5
2020-02-14 15:00:00,50.7,58.39,6973,15:00:00,15,5
2020-02-14 15:30:00,55.57,56.04,6892,15:30:00,15,5
2020-02-14 16:00:00,67.5,64.27,6804,16:00:00,16,5
2020-02-14 16:30:00,70.62,55.25,6687,16:30:00,16,5
2020-02-14 17:00:00,62.29,122.4,6613,17:00:00,17,5
2020-02-14 17:30:00,57.48,94.77,6426,17:30:00,17,5
2020-02-14 18:00:00,62.93,60.07,6317,18:00:00,18,5
2020-02-14 18:30:00,75.01,54.3,6131,18:30:00,18,5
2020-02-14 19:00:00,74.94,40.44,6065,19:00:00,19,5
2020-02-14 19:30:00,77.22,27.17,5944,19:30:00,19,5
2020-02-14 20:00:00,61.7,19.4,5913,20:00:00,20,5
2020-02-14 20:30:00,67.45,16.94,5710,20:30:00,20,5
2020-02-14 21:00:00,55.62,17.13,5487,21:00:00,21,5
2020-02-14 21:30:00,64.62,31.01,5299,21:30:00,21,5
2020-02-14 22:00:00,57.4,44.98,5130,22:00:00,22,5
2020-02-14 22:30:00,57.1,74.35,4958,22:30:00,22,5
2020-02-14 23:00:00,60.22,121.64,4894,23:00:00,23,5
2020-02-14 23:30:00,56.03,136.94,5038,23:30:00,23,5
2020-02-15 00:00:00,53.49,165.0,4976,00:00:00,0,6
2020-02-15 00:30:00,61.94,168.83,4754,00:30:00,0,6
2020-02-15 01:00:00,65.51,182.92,4606,01:00:00,1,6
2020-02-15 01:30:00,46.76,180.86,4486,01:30:00,1,6
2020-02-15 02:00:00,37.21,163.57,4362,02:00:00,2,6
2020-02-15 02:30:00,45.61,168.25,4291,02:30:00,2,6
2020-02-15 03:00:00,44.06,178.19,4213,03:00:00,3,6
2020-02-15 03:30:00,56.87,189.55,4204,03:30:00,3,6
2020-02-15 04:00:00,40.04,198.83,4219,04:00:00,4,6
2020-02-15 04:30:00,46.5,201.17,4226,04:30:00,4,6
2020-02-15 05:00:00,43.04,196.87,4264,05:00:00,5,6
2020-02-15 05:30:00,44.62,199.64,4387,05:30:00,5,6
2020-02-15 06:00:00,44.15,183.57,4457,06:00:00,6,6
2020-02-15 06:30:00,47.84,161.61,4588,06:30:00,6,6
2020-02-15 07:00:00,46.18,172.62,4707,07:00:00,7,6
2020-02-15 07:30:00,40.06,194.24,4758,07:30:00,7,6
2020-02-15 08:00:00,40.48,196.54,4879,08:00:00,8,6
2020-02-15 08:30:00,42.99,187.81,4965,08:30:00,8,6
2020-02-15 09:00:00,42.61,199.0,4978,09:00:00,9,6
2020-02-15 09:30:00,47.84,203.34,4990,09:30:00,9,6
2020-02-15 10:00:00,41.9,185.27,4988,10:00:00,10,6
2020-02-15 10:30:00,39.76,189.06,4950,10:30:00,10,6
2020-02-15 11:00:00,46.69,178.51,4946,11:00:00,11,6
2020-02-15 11:30:00,46.4,154.62,4959,11:30:00,11,6
2020-02-15 12:00:00,47.61,147.78,4927,12:00:00,12,6
2020-02-15 12:30:00,45.07,146.96,4878,12:30:00,12,6
2020-02-15 13:00:00,45.53,149.56,4874,13:00:00,13,6
2020-02-15 13:30:00,45.84,162.97,4797,13:30:00,13,6
2020-02-15 14:00:00,51.34,167.37,4842,14:00:00,14,6
2020-02-15 14:30:00,43.25,171.82,4814,14:30:00,14,6
2020-02-15 15:00:00,56.67,180.32,4879,15:00:00,15,6
2020-02-15 15:30:00,46.29,187.11,4921,15:30:00,15,6
2020-02-15 16:00:00,58.93,181.88,4981,16:00:00,16,6
2020-02-15 16:30:00,51.01,183.48,5038,16:30:00,16,6
2020-02-15 17:00:00,54.85,188.69,5110,17:00:00,17,6
2020-02-15 17:30:00,66.09,202.87,5161,17:30:00,17,6
2020-02-15 18:00:00,72.91,202.16,5126,18:00:00,18,6
2020-02-15 18:30:00,79.04,206.68,5120,18:30:00,18,6
2020-02-15 19:00:00,136.28,211.81,4971,19:00:00,19,6
2020-02-15 19:30:00,146.78,216.67,4941,19:30:00,19,6
2020-02-15 20:00:00,71.53,213.11,4891,20:00:00,20,6
2020-02-15 20:30:00,76.23,205.28,4794,20:30:00,20,6
2020-02-15 21:00:00,58.7,216.0,4675,21:00:00,21,6
2020-02-15 21:30:00,59.92,189.52,4540,21:30:00,21,6
2020-02-15 22:00:00,62.23,161.98,4463,22:00:00,22,6
2020-02-15 22:30:00,61.17,139.44,4383,22:30:00,22,6
2020-02-15 23:00:00,61.12,142.48,4355,23:00:00,23,6
2020-02-15 23:30:00,50.44,154.79,4523,23:30:00,23,6
2020-02-16 00:00:00,47.99,147.19,4521,00:00:00,0,7
2020-02-16 00:30:00,45.67,117.8,4352,00:30:00,0,7
2020-02-16 01:00:00,42.16,125.91,4235,01:00:00,1,7
2020-02-16 01:30:00,31.72,117.71,4102,01:30:00,1,7
2020-02-16 02:00:00,10.43,111.35,3969,02:00:00,2,7
2020-02-16 02:30:00,18.18,123.78,3878,02:30:00,2,7
2020-02-16 03:00:00,29.18,127.51,3835,03:00:00,3,7
2020-02-16 03:30:00,10.36,129.86,3810,03:30:00,3,7
2020-02-16 04:00:00,9.21,134.89,3793,04:00:00,4,7
2020-02-16 04:30:00,9.22,130.4,3826,04:30:00,4,7
2020-02-16 05:00:00,9.81,134.19,3848,05:00:00,5,7
2020-02-16 05:30:00,27.15,132.59,3921,05:30:00,5,7
2020-02-16 06:00:00,38.8,136.25,3968,06:00:00,6,7
2020-02-16 06:30:00,37.89,135.3,4034,06:30:00,6,7
2020-02-16 07:00:00,42.51,126.24,4086,07:00:00,7,7
2020-02-16 07:30:00,32.3,118.31,4132,07:30:00,7,7
2020-02-16 08:00:00,35.6,126.99,4200,08:00:00,8,7
2020-02-16 08:30:00,32.71,120.87,4175,08:30:00,8,7
2020-02-16 09:00:00,26.14,103.16,4181,09:00:00,9,7
2020-02-16 09:30:00,44.82,98.48,4176,09:30:00,9,7
2020-02-16 10:00:00,44.49,101.96,4159,10:00:00,10,7
2020-02-16 10:30:00,46.99,92.52,4122,10:30:00,10,7
2020-02-16 11:00:00,46.57,88.36,4133,11:00:00,11,7
2020-02-16 11:30:00,46.97,78.59,4118,11:30:00,11,7
2020-02-16 12:00:00,43.29,71.36,4050,12:00:00,12,7
2020-02-16 12:30:00,42.98,68.77,4042,12:30:00,12,7
2020-02-16 13:00:00,44.01,73.49,4005,13:00:00,13,7
2020-02-16 13:30:00,42.97,85.26,3981,13:30:00,13,7
2020-02-16 14:00:00,34.12,84.85,4030,14:00:00,14,7
2020-02-16 14:30:00,53.17,93.02,4152,14:30:00,14,7
2020-02-16 15:00:00,45.79,103.37,4278,15:00:00,15,7
2020-02-16 15:30:00,49.07,109.93,4430,15:30:00,15,7
2020-02-16 16:00:00,53.69,119.99,4678,16:00:00,16,7
2020-02-16 16:30:00,45.93,121.71,4843,16:30:00,16,7
2020-02-16 17:00:00,58.19,118.31,5056,17:00:00,17,7
2020-02-16 17:30:00,75.01,141.08,5216,17:30:00,17,7
2020-02-16 18:00:00,90.31,146.4,5288,18:00:00,18,7
2020-02-16 18:30:00,124.11,160.95,5338,18:30:00,18,7
2020-02-16 19:00:00,79.05,171.53,5283,19:00:00,19,7
2020-02-16 19:30:00,88.68,168.86,5244,19:30:00,19,7
2020-02-16 20:00:00,67.83,175.03,5207,20:00:00,20,7
2020-02-16 20:30:00,66.22,180.04,5095,20:30:00,20,7
2020-02-16 21:00:00,58.75,179.63,4918,21:00:00,21,7
2020-02-16 21:30:00,51.38,169.77,4753,21:30:00,21,7
2020-02-16 22:00:00,44.77,143.81,4614,22:00:00,22,7
2020-02-16 22:30:00,44.75,129.96,4498,22:30:00,22,7
2020-02-16 23:00:00,42.28,115.18,4444,23:00:00,23,7
2020-02-16 23:30:00,44.9,93.31,4621,23:30:00,23,7
2020-02-17 00:00:00,40.38,93.8,4626,00:00:00,0,1
2020-02-17 00:30:00,34.26,87.37,4468,00:30:00,0,1
2020-02-17 01:00:00,15.75,72.58,4359,01:00:00,1,1
2020-02-17 01:30:00,14.62,65.73,4257,01:30:00,1,1
2020-02-17 02:00:00,13.12,52.37,4123,02:00:00,2,1
2020-02-17 02:30:00,13.41,38.44,4072,02:30:00,2,1
2020-02-17 03:00:00,9.04,27.08,3998,03:00:00,3,1
2020-02-17 03:30:00,10.76,24.63,4024,03:30:00,3,1
2020-02-17 04:00:00,13.76,20.55,4071,04:00:00,4,1
2020-02-17 04:30:00,19.97,17.69,4194,04:30:00,4,1
2020-02-17 05:00:00,41.0,16.94,4362,05:00:00,5,1
2020-02-17 05:30:00,52.68,17.33,4684,05:30:00,5,1
2020-02-17 06:00:00,60.25,23.17,4956,06:00:00,6,1
2020-02-17 06:30:00,77.05,25.53,5290,06:30:00,6,1
2020-02-17 07:00:00,75.01,33.25,5455,07:00:00,7,1
2020-02-17 07:30:00,50.01,28.85,5328,07:30:00,7,1
2020-02-17 08:00:00,49.16,18.78,5238,08:00:00,8,1
2020-02-17 08:30:00,65.42,14.81,5217,08:30:00,8,1
2020-02-17 09:00:00,71.87,12.97,5047,09:00:00,9,1
2020-02-17 09:30:00,81.02,6.46,4985,09:30:00,9,1
2020-02-17 10:00:00,75.24,2.41,4906,10:00:00,10,1
2020-02-17 10:30:00,75.29,1.35,4896,10:30:00,10,1
2020-02-17 11:00:00,81.99,0.13,4917,11:00:00,11,1
2020-02-17 11:30:00,100.16,2.74,4928,11:30:00,11,1
2020-02-17 12:00:00,74.22,5.67,4989,12:00:00,12,1
2020-02-17 12:30:00,57.24,6.08,5072,12:30:00,12,1
2020-02-17 13:00:00,55.89,5.49,5195,13:00:00,13,1
2020-02-17 13:30:00,64.3,7.42,5324,13:30:00,13,1
2020-02-17 14:00:00,75.75,7.66,5439,14:00:00,14,1
2020-02-17 14:30:00,76.24,8.93,5581,14:30:00,14,1
2020-02-17 15:00:00,75.55,11.13,5709,15:00:00,15,1
2020-02-17 15:30:00,78.99,15.19,5940,15:30:00,15,1
2020-02-17 16:00:00,156.91,16.47,6165,16:00:00,16,1
2020-02-17 16:30:00,69.62,21.56,6294,16:30:00,16,1
2020-02-17 17:00:00,73.16,16.55,6456,17:00:00,17,1
2020-02-17 17:30:00,66.5,11.08,6475,17:30:00,17,1
2020-02-17 18:00:00,85.97,11.21,6570,18:00:00,18,1
2020-02-17 18:30:00,82.64,9.15,6515,18:30:00,18,1
2020-02-17 19:00:00,100.85,12.62,6387,19:00:00,19,1
2020-02-17 19:30:00,86.78,25.96,6193,19:30:00,19,1
2020-02-17 20:00:00,75.73,42.66,6083,20:00:00,20,1
2020-02-17 20:30:00,66.11,53.74,5865,20:30:00,20,1
2020-02-17 21:00:00,70.78,36.55,5626,21:00:00,21,1
2020-02-17 21:30:00,65.45,33.63,5383,21:30:00,21,1
2020-02-17 22:00:00,61.95,33.37,5127,22:00:00,22,1
2020-02-17 22:30:00,64.1,45.61,4927,22:30:00,22,1
2020-02-17 23:00:00,50.49,30.67,4831,23:00:00,23,1
2020-02-17 23:30:00,53.6,28.33,4925,23:30:00,23,1
2020-02-18 00:00:00,51.52,27.22,4917,00:00:00,0,2
2020-02-18 00:30:00,55.69,28.74,4690,00:30:00,0,2
2020-02-18 01:00:00,51.0,24.95,4533,01:00:00,1,2
2020-02-18 01:30:00,49.61,19.14,4432,01:30:00,1,2
2020-02-18 02:00:00,43.48,17.25,4302,02:00:00,2,2
2020-02-18 02:30:00,42.89,15.49,4233,02:30:00,2,2
2020-02-18 03:00:00,43.24,20.08,4193,03:00:00,3,2
2020-02-18 03:30:00,42.06,16.47,4193,03:30:00,3,2
2020-02-18 04:00:00,41.1,11.59,4222,04:00:00,4,2
2020-02-18 04:30:00,37.1,20.95,4329,04:30:00,4,2
2020-02-18 05:00:00,40.41,38.15,4495,05:00:00,5,2
2020-02-18 05:30:00,54.16,48.48,4797,05:30:00,5,2
2020-02-18 06:00:00,62.44,20.79,5145,06:00:00,6,2
2020-02-18 06:30:00,67.22,15.01,5481,06:30:00,6,2
2020-02-18 07:00:00,73.71,24.54,5641,07:00:00,7,2
2020-02-18 07:30:00,50.32,22.83,5507,07:30:00,7,2
2020-02-18 08:00:00,47.38,90.22,5609,08:00:00,8,2
2020-02-18 08:30:00,50.69,103.25,5619,08:30:00,8,2
2020-02-18 09:00:00,54.35,81.6,5609,09:00:00,9,2
2020-02-18 09:30:00,64.03,45.44,5678,09:30:00,9,2
2020-02-18 10:00:00,63.52,61.17,5740,10:00:00,10,2
2020-02-18 10:30:00,62.02,47.73,5632,10:30:00,10,2
2020-02-18 11:00:00,62.77,38.32,5696,11:00:00,11,2
2020-02-18 11:30:00,59.06,61.12,5755,11:30:00,11,2
2020-02-18 12:00:00,66.56,112.24,5751,12:00:00,12,2
2020-02-18 12:30:00,86.16,118.71,5808,12:30:00,12,2
2020-02-18 13:00:00,143.4,165.7,5813,13:00:00,13,2
2020-02-18 13:30:00,74.16,144.74,5787,13:30:00,13,2
2020-02-18 14:00:00,77.15,151.78,5673,14:00:00,14,2
2020-02-18 14:30:00,72.61,179.36,5475,14:30:00,14,2
2020-02-18 15:00:00,67.76,225.28,5351,15:00:00,15,2
2020-02-18 15:30:00,96.28,287.01,5350,15:30:00,15,2
2020-02-18 16:00:00,62.42,299.66,5368,16:00:00,16,2
2020-02-18 16:30:00,52.3,319.33,5432,16:30:00,16,2
2020-02-18 17:00:00,60.33,334.54,5633,17:00:00,17,2
2020-02-18 17:30:00,105.89,327.71,5713,17:30:00,17,2
2020-02-18 18:00:00,64.57,323.93,5605,18:00:00,18,2
2020-02-18 18:30:00,62.9,320.68,5467,18:30:00,18,2
2020-02-18 19:00:00,61.48,327.47,5367,19:00:00,19,2
2020-02-18 19:30:00,61.14,323.67,5310,19:30:00,19,2
2020-02-18 20:00:00,62.53,312.46,5316,20:00:00,20,2
2020-02-18 20:30:00,57.82,304.63,5191,20:30:00,20,2
2020-02-18 21:00:00,53.51,315.01,5010,21:00:00,21,2
2020-02-18 21:30:00,44.98,304.69,4846,21:30:00,21,2
2020-02-18 22:00:00,31.77,310.38,4691,22:00:00,22,2
2020-02-18 22:30:00,40.38,303.38,4558,22:30:00,22,2
2020-02-18 23:00:00,32.74,308.08,4476,23:00:00,23,2
2020-02-18 23:30:00,37.98,311.52,4651,23:30:00,23,2
2020-02-19 00:00:00,34.43,314.47,4649,00:00:00,0,3
2020-02-19 00:30:00,35.74,306.29,4453,00:30:00,0,3
