Time (UTC+10),Regions NSW Trading Total Intermittent Generation (MW),Regions SA Trading Total Intermittent Generation (MW),Regions TAS Trading Total Intermittent Generation (MW),Regions VIC Trading Total Intermittent Generation (MW),Regions NSW Operational Demand (MW),Regions SA Operational Demand (MW),Regions TAS Operational Demand (MW),Regions VIC Operational Demand (MW)
2020-09-21 17:30:00,59.11,272.07,54.22,371.3,8693,1356,1234,5012
2020-09-21 18:00:00,64.89,265.32,61.12,332.07,8932,1518,1292,5257
2020-09-21 18:30:00,78.46,251.04,63.2,323.89,9128,1643,1340,5476
2020-09-21 19:00:00,21.93,250.54,71.6,290.88,9039,1727,1359,5667
2020-09-21 19:30:00,52.94,209.77,75.1,287.14,8768,1752,1345,5554
2020-09-21 20:00:00,104.4,222.92,80.32,312.35,8471,1719,1328,5453
2020-09-21 20:30:00,47.2,225.52,79.98,344.33,8258,1686,1312,5263
2020-09-21 21:00:00,32.21,215.31,85.73,349.13,8027,1656,1291,5168
2020-09-21 21:30:00,57.58,224.47,128.22,372.95,7850,1611,1258,5064
2020-09-21 22:00:00,50.66,237.94,144.34,365.26,7652,1567,1225,4917
2020-09-21 22:30:00,56.31,240.25,142.76,346.72,7621,1511,1184,4775
2020-09-21 23:00:00,79.38,236.13,138.52,350.85,7524,1456,1147,4689
2020-09-21 23:30:00,111.07,194.11,140.42,380.87,7456,1429,1118,4825
2020-09-22 00:00:00,140.93,185.69,155.74,384.98,7346,1585,1089,4823
2020-09-22 00:30:00,141.61,220.34,164.17,362.74,7200,1582,1069,4664
2020-09-22 01:00:00,138.4,241.53,157.36,361.1,7073,1544,1044,4478
2020-09-22 01:30:00,125.48,251.68,158.04,356.4,6858,1446,1028,4367
2020-09-22 02:00:00,114.97,268.43,153.58,322.46,6605,1388,1025,4212
2020-09-22 02:30:00,93.41,264.65,158.98,320.2,6360,1335,1025,4035
2020-09-22 03:00:00,78.74,245.44,158.85,342.42,6175,1305,1032,3967
2020-09-22 03:30:00,57.2,252.15,166.14,339.93,6005,1269,1033,3895
2020-09-22 04:00:00,46.06,243.95,150.55,361.25,5989,1240,1026,3868
2020-09-22 04:30:00,36.66,259.08,169.92,354.95,5978,1232,999,3893
2020-09-22 05:00:00,41.42,238.23,168.01,387.05,6055,1236,1045,3929
2020-09-22 05:30:00,59.26,236.18,162.45,381.33,6303,1242,1070,4080
2020-09-22 06:00:00,58.65,236.03,164.25,384.34,6513,1274,1101,4265
2020-09-22 06:30:00,55.99,226.72,161.13,374.94,6929,1317,1157,4485
2020-09-22 07:00:00,65.97,210.1,160.42,382.14,7175,1398,1221,4698
2020-09-22 07:30:00,68.89,204.85,170.08,372.59,7212,1455,1282,4692
2020-09-22 08:00:00,63.97,225.25,169.42,390.27,7253,1461,1313,4740
2020-09-22 08:30:00,76.29,228.02,161.37,393.71,7162,1465,1304,4703
2020-09-22 09:00:00,111.67,230.68,163.52,407.2,7074,1394,1273,4615
2020-09-22 09:30:00,132.47,255.38,168.89,404.89,6951,1298,1249,4567
2020-09-22 10:00:00,168.78,217.5,161.14,411.22,6856,1172,1222,4523
2020-09-22 10:30:00,197.12,83.92,167.21,406.4,6819,1104,1198,4486
2020-09-22 11:00:00,208.27,81.94,167.08,407.29,6737,1081,1186,4451
2020-09-22 11:30:00,211.02,80.77,168.26,410.38,6647,1097,1182,4361
2020-09-22 12:00:00,209.05,78.77,165.55,411.43,6676,1038,1166,4341
2020-09-22 12:30:00,204.06,76.13,164.66,418.19,6710,1058,1159,4356
2020-09-22 13:00:00,189.72,74.25,168.27,419.23,6752,1106,1157,4245
2020-09-22 13:30:00,196.73,72.31,154.87,416.02,6779,1089,1154,4274
2020-09-22 14:00:00,194.19,65.97,142.18,418.08,6839,1133,1148,4326
2020-09-22 14:30:00,197.07,65.12,128.57,410.6,6962,1118,1162,4411
2020-09-22 15:00:00,189.44,99.67,134.32,412.38,7094,1171,1183,4467
2020-09-22 15:30:00,191.29,129.66,129.49,401.18,7276,1215,1188,4452
2020-09-22 16:00:00,186.03,241.53,86.5,398.92,7501,1216,1210,4665
2020-09-22 16:30:00,183.07,263.28,116.75,386.84,7753,1272,1233,4921
2020-09-22 17:00:00,172.89,267.91,141.18,381.46,8013,1363,1262,5128
2020-09-22 17:30:00,163.69,286.82,154.03,337.18,8252,1489,1318,5323
2020-09-22 18:00:00,151.57,288.51,172.51,279.73,8563,1587,1369,5595
2020-09-22 18:30:00,145.66,270.85,172.74,247.97,8873,1728,1403,5789
2020-09-22 19:00:00,148.95,280.39,178.05,220.69,8868,1832,1426,5912
2020-09-22 19:30:00,147.14,243.22,177.29,213.26,8575,1875,1403,5826
2020-09-22 20:00:00,147.01,237.05,176.62,229.38,8329,1858,1388,5692
2020-09-22 20:30:00,142.12,232.92,171.64,237.99,8153,1817,1373,5544
2020-09-22 21:00:00,139.62,245.14,171.63,249.23,7967,1781,1349,5347
2020-09-22 21:30:00,120.65,261.38,172.86,275.15,7754,1737,1322,5265
2020-09-22 22:00:00,109.96,266.5,174.72,305.73,7565,1677,1289,5099
2020-09-22 22:30:00,103.99,255.99,177.01,308.33,7571,1609,1243,4945
2020-09-22 23:00:00,106.91,257.6,177.43,320.21,7445,1550,1205,4831
2020-09-22 23:30:00,115.29,254.53,173.02,307.6,7363,1505,1175,4961
2020-09-23 00:00:00,118.56,251.84,172.13,283.67,7297,1661,1158,4939
2020-09-23 00:30:00,132.08,242.1,173.63,272.27,7155,1662,1136,4780
2020-09-23 01:00:00,135.51,246.12,173.0,267.83,7069,1599,1120,4634
2020-09-23 01:30:00,131.03,238.33,175.43,261.72,6869,1507,1110,4468
2020-09-23 02:00:00,134.4,226.04,173.33,253.27,6695,1435,1104,4301
2020-09-23 02:30:00,133.71,223.53,174.12,233.05,6376,1370,1093,4179
2020-09-23 03:00:00,130.33,230.04,173.75,221.43,6207,1349,1085,4077
2020-09-23 03:30:00,123.58,234.99,173.09,221.1,6040,1315,1073,3998
2020-09-23 04:00:00,124.29,221.92,171.4,206.58,5968,1290,1072,3999
2020-09-23 04:30:00,127.58,237.15,176.36,197.07,5991,1288,1083,3984
2020-09-23 05:00:00,123.28,236.68,177.7,198.17,6068,1283,1094,4039
2020-09-23 05:30:00,114.79,202.96,176.17,186.59,6324,1292,1125,4178
2020-09-23 06:00:00,116.65,209.87,175.39,174.32,6542,1328,1160,4345
2020-09-23 06:30:00,123.87,199.91,177.81,169.61,6922,1376,1228,4587
2020-09-23 07:00:00,141.41,193.28,177.09,158.07,7192,1467,1299,4836
2020-09-23 07:30:00,157.9,183.75,178.53,158.0,7194,1520,1337,4952
2020-09-23 08:00:00,167.34,180.18,182.12,165.31,7176,1495,1375,5059
2020-09-23 08:30:00,177.52,156.52,192.5,182.54,7077,1475,1348,5187
2020-09-23 09:00:00,179.04,206.82,191.78,190.16,6914,1399,1309,5280
2020-09-23 09:30:00,169.33,214.97,182.11,192.15,6817,1330,1275,5188
2020-09-23 10:00:00,166.85,172.56,176.79,187.9,6720,1217,1220,5071
2020-09-23 10:30:00,175.74,121.86,176.64,204.48,6639,1144,1185,4980
2020-09-23 11:00:00,179.24,104.68,169.23,228.02,6550,1101,1162,4788
2020-09-23 11:30:00,194.91,78.59,159.85,223.5,6457,1045,1149,4677
2020-09-23 12:00:00,174.31,71.34,153.47,247.88,6494,1011,1147,4680
2020-09-23 12:30:00,186.92,65.03,153.88,232.04,6470,964,1146,4689
2020-09-23 13:00:00,188.67,60.26,155.23,250.17,6479,991,1142,4666
2020-09-23 13:30:00,193.69,74.05,156.05,272.09,6506,995,1143,4591
2020-09-23 14:00:00,176.66,58.48,149.47,286.39,6590,999,1143,4599
2020-09-23 14:30:00,190.09,49.3,137.41,294.73,6748,965,1147,4632
2020-09-23 15:00:00,173.96,50.5,126.18,293.63,6906,982,1150,4679
2020-09-23 15:30:00,156.09,52.16,124.98,299.53,7164,980,1160,4728
2020-09-23 16:00:00,180.24,56.69,120.99,305.12,7381,1029,1189,4851
2020-09-23 16:30:00,153.15,51.67,120.98,319.43,7646,1129,1203,5018
2020-09-23 17:00:00,152.86,85.2,111.4,338.01,7961,1277,1242,5287
2020-09-23 17:30:00,163.61,139.67,117.12,316.82,8238,1404,1303,5600
2020-09-23 18:00:00,145.96,128.69,107.58,271.38,8631,1549,1363,5938
2020-09-23 18:30:00,146.12,123.49,103.97,234.02,8946,1723,1404,6160
2020-09-23 19:00:00,132.46,139.01,103.74,209.55,9009,1829,1432,6285
2020-09-23 19:30:00,135.86,123.09,107.53,206.7,8751,1881,1417,6189
2020-09-23 20:00:00,142.87,137.56,100.74,199.39,8537,1871,1391,6038
2020-09-23 20:30:00,141.28,172.4,100.27,201.75,8321,1863,1376,5870
2020-09-23 21:00:00,135.74,130.37,101.4,195.41,8116,1831,1340,5699
2020-09-23 21:30:00,133.17,173.4,104.49,190.89,7925,1780,1315,5529
2020-09-23 22:00:00,143.48,107.43,92.22,198.05,7736,1714,1279,5362
2020-09-23 22:30:00,144.89,118.94,105.08,194.97,7707,1647,1240,5154
2020-09-23 23:00:00,137.47,132.44,102.43,209.41,7574,1582,1202,4995
2020-09-23 23:30:00,137.1,127.06,95.24,211.63,7483,1532,1167,5121
2020-09-24 00:00:00,145.0,110.53,91.57,196.33,7439,1680,1138,5085
2020-09-24 00:30:00,135.44,131.94,130.57,171.85,7337,1673,1128,4933
2020-09-24 01:00:00,129.88,126.28,108.89,154.99,7187,1625,1104,4735
2020-09-24 01:30:00,126.08,96.27,113.33,169.26,7015,1519,1076,4606
2020-09-24 02:00:00,120.74,109.48,125.19,187.29,6835,1436,1085,4427
2020-09-24 02:30:00,119.24,107.95,121.62,183.25,6580,1401,1108,4295
2020-09-24 03:00:00,100.91,116.67,122.38,156.12,6358,1357,1104,4197
2020-09-24 03:30:00,113.06,95.54,138.03,137.58,6202,1326,1115,4133
2020-09-24 04:00:00,110.46,120.88,108.98,136.13,6135,1287,1125,4108
2020-09-24 04:30:00,98.64,128.59,133.23,105.53,6151,1264,1138,4114
2020-09-24 05:00:00,89.13,103.92,129.62,99.78,6248,1257,1147,4180
2020-09-24 05:30:00,90.4,115.45,93.2,92.08,6506,1253,1189,4293
2020-09-24 06:00:00,91.08,107.45,102.65,96.76,6743,1275,1236,4496
2020-09-24 06:30:00,108.62,125.34,97.89,91.54,7150,1344,1317,4803
2020-09-24 07:00:00,111.88,115.84,81.83,63.21,7459,1429,1383,4988
2020-09-24 07:30:00,133.89,114.1,78.18,53.01,7437,1485,1431,5121
2020-09-24 08:00:00,131.13,112.7,81.9,64.96,7405,1545,1469,5263
2020-09-24 08:30:00,134.33,110.26,57.9,65.33,7289,1524,1428,5344
2020-09-24 09:00:00,155.07,139.97,46.73,82.61,7005,1423,1273,5255
2020-09-24 09:30:00,152.57,153.55,43.19,97.21,6824,1365,1296,5111
2020-09-24 10:00:00,173.78,134.4,36.54,123.69,6654,1389,1278,5087
2020-09-24 10:30:00,183.69,138.94,29.29,149.94,6615,1321,1236,5030
2020-09-24 11:00:00,188.87,147.08,32.84,156.41,6517,1289,1201,4982
2020-09-24 11:30:00,191.13,158.22,22.17,173.09,6389,1165,1181,4924
2020-09-24 12:00:00,192.09,135.64,25.48,195.37,6368,1092,1178,4861
2020-09-24 12:30:00,181.81,116.73,28.32,199.62,6349,1039,1184,4750
2020-09-24 13:00:00,187.17,121.85,28.28,169.2,6341,1071,1181,4745
2020-09-24 13:30:00,191.25,133.89,32.72,163.14,6363,1245,1175,4817
2020-09-24 14:00:00,189.97,190.06,31.63,164.48,6393,1428,1166,4853
2020-09-24 14:30:00,186.6,212.86,29.95,162.12,6515,1517,1184,4857
2020-09-24 15:00:00,183.27,194.66,29.76,160.39,6639,1593,1189,4874
2020-09-24 15:30:00,180.26,185.17,39.7,123.93,6839,1662,1184,4984
2020-09-24 16:00:00,162.06,156.8,67.44,147.83,7132,1671,1248,5096
2020-09-24 16:30:00,148.15,142.79,47.68,114.61,7435,1739,1289,5232
2020-09-24 17:00:00,127.6,146.88,56.38,113.96,7790,1817,1298,5437
2020-09-24 17:30:00,93.44,150.61,37.19,107.88,8112,1879,1357,5658
2020-09-24 18:00:00,90.65,140.9,42.63,173.84,8530,1981,1408,6048
2020-09-24 18:30:00,79.5,143.04,43.0,162.21,8959,2105,1443,6269
2020-09-24 19:00:00,78.33,148.11,48.19,162.13,9071,2179,1462,6418
2020-09-24 19:30:00,80.43,141.15,52.64,174.99,8869,2194,1453,6335
2020-09-24 20:00:00,77.27,121.13,51.98,225.8,8658,2167,1433,6191
2020-09-24 20:30:00,83.52,119.69,58.27,205.08,8506,2112,1420,6020
2020-09-24 21:00:00,53.99,100.11,69.14,197.72,8350,2068,1389,5820
2020-09-24 21:30:00,42.53,98.22,55.96,162.23,8128,2021,1357,5668
2020-09-24 22:00:00,39.81,120.36,59.83,162.02,7952,1908,1325,5484
2020-09-24 22:30:00,42.22,134.49,56.36,193.68,7878,1783,1304,5285
2020-09-24 23:00:00,47.25,128.02,71.23,188.19,7722,1698,1240,5101
2020-09-24 23:30:00,40.68,107.9,77.87,169.13,7625,1625,1200,5176
2020-09-25 00:00:00,28.85,96.92,73.65,131.5,7581,1767,1167,5180
2020-09-25 00:30:00,26.23,115.01,74.51,123.05,7489,1735,1148,4982
2020-09-25 01:00:00,27.59,109.74,76.3,128.34,7337,1655,1137,4862
2020-09-25 01:30:00,24.23,104.22,71.88,118.03,7137,1592,1124,4714
2020-09-25 02:00:00,28.22,109.48,73.24,112.64,6912,1486,1113,4509
2020-09-25 02:30:00,45.56,117.51,76.5,108.64,6656,1411,1106,4386
2020-09-25 03:00:00,57.3,125.18,70.52,106.93,6422,1357,1097,4273
2020-09-25 03:30:00,53.48,120.38,61.21,115.88,6285,1310,1103,4201
2020-09-25 04:00:00,48.76,130.12,57.05,60.6,6205,1283,1108,4158
2020-09-25 04:30:00,38.08,138.32,67.34,59.86,6209,1268,1108,4183
2020-09-25 05:00:00,52.4,132.89,71.2,47.76,6303,1280,1117,4210
2020-09-25 05:30:00,102.55,131.3,71.07,66.59,6563,1287,1151,4328
2020-09-25 06:00:00,74.34,139.28,83.72,126.9,6835,1343,1183,4535
2020-09-25 06:30:00,80.09,126.8,84.22,101.14,7249,1399,1255,4841
2020-09-25 07:00:00,98.56,129.37,82.99,121.12,7542,1533,1336,5127
2020-09-25 07:30:00,134.69,146.97,80.96,147.88,7565,1643,1401,5254
2020-09-25 08:00:00,136.46,162.12,76.83,169.17,7615,1742,1456,5481
2020-09-25 08:30:00,137.81,154.67,75.68,184.91,7548,1816,1451,5797
2020-09-25 09:00:00,145.71,141.39,73.03,235.81,7331,1757,1436,5880
2020-09-25 09:30:00,150.6,145.56,72.99,243.59,7169,1711,1422,6020
2020-09-25 10:00:00,137.79,203.85,96.59,259.04,7080,1585,1382,5971
2020-09-25 10:30:00,135.96,205.56,119.12,278.44,7009,1380,1362,5829
2020-09-25 11:00:00,135.02,200.13,135.95,302.1,7012,1267,1335,5671
2020-09-25 11:30:00,143.19,165.69,149.74,286.95,7147,1222,1323,5535
2020-09-25 12:00:00,140.75,62.9,155.63,302.71,7242,1097,1273,5513
2020-09-25 12:30:00,130.71,28.12,162.75,317.13,7313,1042,1263,5491
2020-09-25 13:00:00,138.66,56.32,167.49,313.01,7225,1047,1268,5483
2020-09-25 13:30:00,112.23,101.19,172.32,302.28,7130,1037,1270,5517
2020-09-25 14:00:00,66.63,100.49,172.75,295.47,7203,999,1273,5564
2020-09-25 14:30:00,44.92,104.79,164.67,282.03,7369,1049,1297,5670
2020-09-25 15:00:00,67.28,127.66,164.56,298.78,7493,1003,1297,5756
2020-09-25 15:30:00,102.07,80.08,167.73,284.16,7586,1056,1324,5901
2020-09-25 16:00:00,92.29,28.27,171.86,339.39,7924,1126,1346,6063
2020-09-25 16:30:00,98.34,64.72,168.05,360.01,8287,1282,1384,6257
2020-09-25 17:00:00,149.68,86.75,174.48,360.53,8621,1407,1398,6479
2020-09-25 17:30:00,147.57,81.71,180.78,353.88,8763,1618,1420,6601
2020-09-25 18:00:00,148.24,89.3,186.27,352.54,9031,1794,1445,6634
2020-09-25 18:30:00,141.33,162.58,180.38,296.7,9227,1991,1454,6772
2020-09-25 19:00:00,141.56,225.0,177.46,290.61,9236,2091,1456,6830
2020-09-25 19:30:00,138.31,240.76,167.54,305.43,9040,2135,1437,6775
2020-09-25 20:00:00,143.81,237.66,144.93,307.46,8889,2101,1414,6629
2020-09-25 20:30:00,143.81,221.19,136.37,314.01,8749,2062,1394,6379
2020-09-25 21:00:00,137.82,213.28,105.83,295.09,8606,2024,1364,6228
2020-09-25 21:30:00,137.93,226.07,107.35,312.61,8456,1975,1329,6061
2020-09-25 22:00:00,137.19,230.93,92.0,336.35,8279,1918,1312,5855
2020-09-25 22:30:00,141.39,229.39,90.37,325.08,8321,1826,1274,5621
2020-09-25 23:00:00,141.84,224.51,88.56,321.36,8165,1737,1238,5480
2020-09-25 23:30:00,143.87,223.61,85.22,308.3,8055,1663,1204,5532
2020-09-26 00:00:00,141.69,197.11,84.11,319.6,7950,1788,1176,5460
2020-09-26 00:30:00,140.99,193.25,87.25,358.66,7803,1759,1142,5287
2020-09-26 01:00:00,140.46,198.71,99.57,367.36,7618,1690,1131,5081
2020-09-26 01:30:00,138.8,195.56,152.67,379.07,7418,1583,1116,4911
2020-09-26 02:00:00,137.35,184.53,171.0,391.85,7147,1481,1104,4708
2020-09-26 02:30:00,134.2,197.33,176.61,407.12,6887,1414,1095,4551
2020-09-26 03:00:00,132.5,182.25,183.81,401.04,6618,1369,1094,4397
2020-09-26 03:30:00,131.37,166.65,185.72,380.6,6440,1331,1093,4328
2020-09-26 04:00:00,133.14,170.05,185.36,377.33,6360,1295,1088,4269
2020-09-26 04:30:00,124.02,168.29,185.29,380.09,6331,1288,1095,4256
2020-09-26 05:00:00,113.54,179.1,183.07,388.51,6345,1285,1099,4228
2020-09-26 05:30:00,126.81,132.3,180.46,395.04,6477,1284,1114,4330
2020-09-26 06:00:00,142.78,149.97,180.35,380.21,6586,1303,1131,4382
2020-09-26 06:30:00,143.16,136.09,194.46,364.32,6833,1314,1143,4503
2020-09-26 07:00:00,148.03,123.5,191.04,375.67,6989,1336,1170,4622
2020-09-26 07:30:00,156.94,148.15,197.47,338.09,7065,1340,1197,4602
2020-09-26 08:00:00,158.49,145.33,184.11,323.41,7171,1315,1221,4651
2020-09-26 08:30:00,168.69,134.2,185.12,322.03,7238,1270,1231,4707
2020-09-26 09:00:00,171.45,125.31,185.28,331.71,7172,1223,1228,4702
2020-09-26 09:30:00,180.61,145.93,187.08,311.56,7031,1228,1215,4703
2020-09-26 10:00:00,182.78,129.45,180.45,325.22,6840,1236,1222,4546
2020-09-26 10:30:00,186.09,115.59,190.21,308.99,6693,1258,1200,4395
2020-09-26 11:00:00,190.53,101.48,173.73,338.97,6508,1199,1176,4476
2020-09-26 11:30:00,190.65,95.7,182.96,363.27,6290,1054,1159,4339
2020-09-26 12:00:00,191.85,119.2,171.15,334.44,6151,949,1143,4390
2020-09-26 12:30:00,193.5,86.81,177.95,332.16,6067,870,1147,4358
2020-09-26 13:00:00,187.1,103.21,187.26,325.37,6021,834,1143,4279
2020-09-26 13:30:00,191.22,87.31,193.2,342.04,5965,794,1108,4090
2020-09-26 14:00:00,195.44,107.42,182.16,343.47,5984,786,1116,4142
2020-09-26 14:30:00,193.83,106.13,180.35,360.35,6019,845,1127,4122
2020-09-26 15:00:00,177.71,99.02,191.92,348.18,6167,892,1139,4230
2020-09-26 15:30:00,175.99,91.09,197.01,332.95,6325,872,1159,4250
2020-09-26 16:00:00,160.37,107.46,194.43,363.34,6683,917,1186,4431
2020-09-26 16:30:00,150.94,102.9,206.02,344.75,7020,996,1204,4691
2020-09-26 17:00:00,159.35,106.68,207.64,332.32,7453,1106,1239,4960
2020-09-26 17:30:00,145.79,88.52,205.52,337.01,7808,1274,1308,5307
2020-09-26 18:00:00,134.11,106.57,208.06,353.78,8360,1487,1379,5682
2020-09-26 18:30:00,123.85,85.43,215.1,331.19,8866,1672,1414,5972
2020-09-26 19:00:00,126.9,98.37,219.39,312.55,9068,1834,1444,6153
2020-09-26 19:30:00,121.9,80.29,220.99,309.53,8901,1902,1432,6085
2020-09-26 20:00:00,117.38,81.36,221.4,310.76,8741,1896,1416,5919
2020-09-26 20:30:00,115.2,88.59,214.73,306.41,8614,1857,1407,5762
2020-09-26 21:00:00,130.6,83.18,217.34,298.45,8492,1806,1376,5563
2020-09-26 21:30:00,130.12,82.09,207.44,294.38,8296,1778,1363,5394
2020-09-26 22:00:00,130.85,78.09,203.4,309.38,8144,1738,1322,5240
2020-09-26 22:30:00,135.68,79.8,198.03,304.13,8043,1691,1292,5081
2020-09-26 23:00:00,124.26,83.15,195.7,293.64,7880,1645,1265,4961
2020-09-26 23:30:00,91.43,66.69,188.47,280.79,7747,1599,1214,5049
2020-09-27 00:00:00,77.12,65.57,189.28,269.0,7587,1753,1185,5030
2020-09-27 00:30:00,99.27,63.16,151.54,256.38,7379,1742,1177,4838
2020-09-27 01:00:00,109.48,64.82,164.83,233.63,7147,1689,1163,4645
2020-09-27 01:30:00,122.05,53.84,159.27,223.92,6991,1597,1148,4483
2020-09-27 02:00:00,122.7,58.11,147.75,222.02,6794,1506,1127,4283
2020-09-27 02:30:00,98.04,58.0,160.44,181.05,6569,1447,1116,4132
2020-09-27 03:00:00,78.9,51.7,157.39,158.04,6407,1413,1106,4014
2020-09-27 03:30:00,62.0,49.82,143.8,154.69,6298,1377,1113,3943
2020-09-27 04:00:00,70.17,48.11,147.98,133.47,6199,1343,1110,3873
2020-09-27 04:30:00,69.8,52.23,140.5,125.36,6180,1325,1112,3845
2020-09-27 05:00:00,69.24,47.01,150.53,142.19,6202,1321,1127,3860
2020-09-27 05:30:00,58.28,40.79,150.52,120.6,6280,1301,1139,3911
2020-09-27 06:00:00,48.16,41.61,152.8,110.41,6351,1304,1155,3958
2020-09-27 06:30:00,46.94,41.03,165.38,88.69,6504,1304,1178,4011
2020-09-27 07:00:00,54.32,41.28,160.13,73.26,6548,1306,1196,4059
2020-09-27 07:30:00,56.53,42.11,155.77,72.03,6514,1281,1225,3989
2020-09-27 08:00:00,57.31,40.11,172.96,54.71,6517,1193,1244,3974
2020-09-27 08:30:00,53.75,38.54,162.62,43.9,6482,1099,1252,3965
2020-09-27 09:00:00,38.77,42.47,162.92,42.79,6419,1006,1258,3912
2020-09-27 09:30:00,41.17,45.88,148.25,50.88,6313,943,1245,3848
2020-09-27 10:00:00,51.5,45.4,148.85,52.7,6147,918,1236,3845
2020-09-27 10:30:00,40.34,43.31,139.86,45.33,6063,940,1213,3801
2020-09-27 11:00:00,50.59,44.25,155.25,39.33,5957,925,1176,3727
2020-09-27 11:30:00,51.74,44.22,165.43,27.95,5932,891,1138,3663
2020-09-27 12:00:00,44.57,34.55,155.31,24.13,5992,844,1124,3627
2020-09-27 12:30:00,43.97,32.3,149.1,23.52,6059,809,1108,3630
2020-09-27 13:00:00,36.71,33.27,172.43,25.48,6071,795,1124,3534
2020-09-27 13:30:00,35.22,38.42,155.66,23.64,6028,732,1104,3493
2020-09-27 14:00:00,38.87,48.24,159.56,17.26,5945,715,1100,3465
2020-09-27 14:30:00,36.64,54.02,156.07,12.26,5930,690,1103,3489
2020-09-27 15:00:00,34.64,52.04,136.99,9.03,6093,682,1105,3527
2020-09-27 15:30:00,39.97,55.63,152.04,8.92,6363,681,1123,3635
2020-09-27 16:00:00,54.83,72.66,151.81,10.6,6646,737,1147,3797
2020-09-27 16:30:00,45.44,74.29,166.04,10.89,6966,841,1170,4023
2020-09-27 17:00:00,43.39,77.34,159.37,12.22,7402,973,1210,4371
2020-09-27 17:30:00,41.9,88.58,164.3,16.0,7782,1151,1270,4793
2020-09-27 18:00:00,20.11,93.98,158.35,13.29,8285,1345,1327,5254
2020-09-27 18:30:00,5.73,86.89,162.14,19.04,8806,1509,1381,5629
2020-09-27 19:00:00,14.68,89.4,163.2,20.42,9046,1634,1424,5919
2020-09-27 19:30:00,4.2,109.06,162.79,22.41,8896,1725,1416,5938
2020-09-27 20:00:00,2.26,115.51,156.25,24.76,8739,1728,1396,5847
2020-09-27 20:30:00,1.78,134.03,155.07,30.84,8566,1694,1376,5708
2020-09-27 21:00:00,1.56,141.51,149.55,30.5,8399,1682,1353,5580
2020-09-27 21:30:00,4.69,156.87,133.13,29.73,8169,1649,1330,5435
2020-09-27 22:00:00,13.26,155.36,148.23,27.86,7962,1597,1300,5266
2020-09-27 22:30:00,18.88,155.51,148.15,34.01,7787,1547,1259,5066
2020-09-27 23:00:00,24.38,146.21,149.51,31.24,7574,1497,1224,4934
2020-09-27 23:30:00,22.5,147.61,150.29,31.45,7420,1459,1188,5023
2020-09-28 00:00:00,15.97,156.69,140.54,33.81,7289,1618,1164,5010
2020-09-28 00:30:00,2.99,153.01,143.46,41.22,7106,1616,1150,4858
2020-09-28 01:00:00,0.15,154.76,147.29,47.28,6980,1573,1134,4707
2020-09-28 01:30:00,0.07,152.74,138.07,45.6,6792,1476,1127,4578
2020-09-28 02:00:00,0.05,159.53,130.11,49.76,6658,1408,1118,4401
2020-09-28 02:30:00,-0.08,158.93,135.36,54.34,6468,1368,1113,4268
2020-09-28 03:00:00,0.0,155.14,134.33,63.27,6287,1349,1108,4167
2020-09-28 03:30:00,0.15,131.13,122.84,61.18,6215,1300,1097,4097
2020-09-28 04:00:00,0.42,124.78,137.63,60.26,6172,1274,1116,4080
2020-09-28 04:30:00,0.21,144.09,129.97,53.34,6182,1252,1122,4110
2020-09-28 05:00:00,0.05,139.18,136.91,46.47,6308,1242,1145,4172
2020-09-28 05:30:00,0.18,137.45,136.85,45.55,6590,1237,1176,4314
2020-09-28 06:00:00,0.38,137.96,139.42,50.13,6914,1265,1205,4506
2020-09-28 06:30:00,3.52,136.26,119.57,37.91,7340,1327,1286,4828
2020-09-28 07:00:00,14.86,135.64,111.27,21.56,7538,1389,1344,5123
2020-09-28 07:30:00,29.78,137.74,107.35,16.04,7513,1418,1363,5246
2020-09-28 08:00:00,42.34,133.92,101.37,16.13,7471,1437,1399,5384
2020-09-28 08:30:00,48.53,124.45,101.99,10.51,7368,1393,1392,5453
2020-09-28 09:00:00,52.76,114.51,93.55,13.49,7149,1353,1354,5419
2020-09-28 09:30:00,55.65,109.54,92.32,24.84,6980,1181,1326,5371
2020-09-28 10:00:00,57.94,99.53,97.25,31.5,6799,1067,1293,5237
2020-09-28 10:30:00,59.23,88.44,110.19,31.67,6667,984,1231,5021
2020-09-28 11:00:00,60.6,73.46,118.37,30.34,6565,915,1199,4767
2020-09-28 11:30:00,60.74,48.45,116.85,24.58,6393,847,1157,4455
2020-09-28 12:00:00,60.99,42.61,117.61,14.87,6297,765,1133,4239
2020-09-28 12:30:00,60.76,37.74,108.21,11.69,6297,824,1110,4096
2020-09-28 13:00:00,60.65,30.3,110.9,11.3,6229,718,1107,3975
2020-09-28 13:30:00,57.87,28.5,115.93,16.55,6247,689,1095,3920
2020-09-28 14:00:00,55.31,28.72,124.11,22.38,6288,718,1084,3893
2020-09-28 14:30:00,53.41,29.41,124.2,27.78,6357,726,1091,3904
2020-09-28 15:00:00,47.92,31.31,128.24,37.29,6496,777,1096,3965
2020-09-28 15:30:00,39.43,25.54,134.62,43.75,6718,836,1112,4072
2020-09-28 16:00:00,45.56,46.07,133.01,47.09,6969,890,1122,4227
2020-09-28 16:30:00,30.04,83.69,140.62,48.57,7283,1017,1117,4464
2020-09-28 17:00:00,19.78,130.26,150.09,53.88,7691,1148,1154,4766
2020-09-28 17:30:00,13.87,82.89,151.07,53.37,8084,1274,1213,5130
2020-09-28 18:00:00,6.3,141.49,150.82,58.76,8627,1452,1274,5596
